"","FID","OBJECTID","AmbulanceR","BikeAge_Gr","Bike_Age","Bike_Alc_D","Bike_Dir","Bike_Injur","Bike_Pos","Bike_Race","Bike_Sex","City","County","CrashAlcoh","CrashDay","Crash_Date","Crash_Grp","Crash_Hour","Crash_Loc","Crash_Mont","Crash_Time","Crash_Type","Crash_Ty_1","Crash_Year","Crsh_Sevri","Developmen","DrvrAge_Gr","Drvr_Age","Drvr_Alc_D","Drvr_EstSp","Drvr_Injur","Drvr_Race","Drvr_Sex","Drvr_VehTy","ExcsSpdInd","Hit_Run","Light_Cond","Locality","Num_Lanes","Num_Units","Rd_Charact","Rd_Class","Rd_Conditi","Rd_Config","Rd_Defects","Rd_Feature","Rd_Surface","Region","Rural_Urba","Speed_Limi","Traff_Cntr","Weather","Workzone_I","Location","locx","locy"
"4542",227,228,"Yes","50-59",52,"No","With Traffic","C: Possible Injury","Travel Lane","Native American","Male","None - Rural Crash","Robeson","No","01-01-05","2008-04-11","Motorist Overtaking Bicyclist",15,"Non-Intersection","01-04-01","0001-01-01T10:53:58-04:56","Motorist Overtaking - Bicyclist Swerved",311235,2008,"C: Possible Injury","Farms, Woods, Pastures","20-24",24,"No","41-45 mph","O: No Injury","Black","Male","Pickup","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","40 - 45  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4543",228,229,"Yes","15-Nov",13,"No","","K: Killed","Travel Lane","Black","Female","Charlotte","Mecklenburg","No","01-01-05","2008-05-23","Other /  - Insufficient Details",15,"Intersection","01-05-01","0001-01-01T10:37:58-04:56","Approach Paths",1190970,2008,"K: Killed","Commercial","30-39",33,"No","26-30 mph","O: No Injury","Black","Female","School Bus","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4544",233,234,"Yes","50-59",53,"Yes","With Traffic","A: Disabling Injury","Travel Lane","Black","Male","Charlotte","Mecklenburg","Yes","01-01-06","2008-05-31","Bicyclist Failed to Yield - Sign-Controlled Intersection",19,"Intersection","01-05-01","0001-01-01T14:27:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2008,"A: Disabling Injury","Residential","25-29",26,"No","41-45 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",3,"Straight - Bottom","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4545",242,243,"Yes","25-29",29,"No","With Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Wilmington","New Hanover","No","01-01-04","2008-04-17","Motorist Failed to Yield - Signalized Intersection",13,"Intersection","01-04-01","0001-01-01T08:06:58-04:56","Motorist Drive Through - Signalized Intersection",131154,2008,"C: Possible Injury","Commercial","25-29",26,"No","41-45 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","6 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Coastal","Urban","40 - 45  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4546",245,246,"Yes","30-39",35,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Raleigh","Wake","No","01-01-04","2008-04-17","Motorist Left Turn / Merge",18,"Intersection","01-04-01","0001-01-01T13:29:58-04:56","Motorist Left Turn - Opposite Direction",131212,2008,"B: Evident Injury","Commercial","25-29",29,"No","6-10 mph","O: No Injury","Other","Female","Van","No","No","Daylight","Urban (>70% Developed)","8 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4547",247,248,"No","20-24",20,"No","With Traffic","Injury","Bike Lane / Paved Shoulder","White","Male","Greensboro","Guilford","No","01-01-04","2008-04-17","Motorist Right Turn / Merge",19,"Non-Intersection","01-04-01","0001-01-01T14:19:58-04:56","Motorist Right Turn - Same Direction",321213,2008,"O: No Injury","Institutional","70+",NA,"No","","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","3 lanes",3,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Shared-Use Paths Or Trails","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4548",251,252,"No","10-Jun",7,"No","With Traffic","O: No Injury","Travel Lane","Black","Female","Rocky Mount","Edgecombe","No","01-01-06","2008-04-26","Bicyclist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","01-04-01","0001-01-01T11:36:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2008,"O: No Injury","Residential","40-49",45,"No","31-35 mph","O: No Injury","Black","Male","Light Truck (Mini-Van, Panel)","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4549",252,253,"No","20-24",22,"No","With Traffic","C: Possible Injury","Travel Lane","White","Female","Raleigh","Wake","No","01-01-07","2008-04-27","Motorist Failed to Yield - Signalized Intersection",20,"Intersection","01-04-01","0001-01-01T15:13:58-04:56","Motorist Drive Out - Right Turn on Red",111151,2008,"C: Possible Injury","Commercial","30-39",36,"No","6-10 mph","O: No Injury","White","Female","Passenger Car","No","No","Dusk","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Wet","Two-Way, Not Divided","None","No Special Feature","Concrete","Piedmont","Urban","20 - 25  MPH","Stop And Go Signal","Cloudy","No","0.0, 0.0",0,0
"4550",253,254,"No","15-Nov",14,"No","With Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Rocky Mount","Nash","No","01-01-07","2008-04-20","Bicyclist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","01-04-01","0001-01-01T12:07:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",131144,2008,"O: No Injury","Residential","40-49",46,"No","31-35 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","One-Way, Not Divided","None","T-Intersection","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","Stop Sign","Cloudy","No","0.0, 0.0",0,0
"4551",270,271,"Yes","16-19",17,"No","","C: Possible Injury","","White","Male","Stanley","Gaston","No","01-01-02","2008-04-29","Other /  - Insufficient Details",19,"Location","01-04-01","0001-01-01T14:30:58-04:56","Location",999980,2008,"C: Possible Injury","Commercial","",NA,"No","","Injury","/Missing","","","No","Yes","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4552",275,276,"Yes","15-Nov",12,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Hendersonville","Henderson","No","01-01-07","2008-04-27","Motorist Failed to Yield - Signalized Intersection",14,"Intersection","01-04-01","0001-01-01T09:10:58-04:56","Motorist Drive Out - Right Turn on Red",132151,2008,"B: Evident Injury","Commercial","40-49",48,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Curve - Grade","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Mountains","Urban","30 - 35  MPH","Stop And Go Signal","Cloudy","No","0.0, 0.0",0,0
"4553",277,278,"Yes","15-Nov",12,"No","Facing Traffic","C: Possible Injury","Travel Lane","Black","Female","Kannapolis","Rowan","No","01-01-07","2008-04-27","Bicyclist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","01-04-01","0001-01-01T11:39:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",112144,2008,"C: Possible Injury","Commercial","60-69",61,"No","36-40 mph","O: No Injury","White","Male","Light Truck (Mini-Van, Panel)","No","No","Daylight","Urban (>70% Developed)","3 lanes",2,"Straight - Level","US Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","Stop Sign","Cloudy","No","0.0, 0.0",0,0
"4554",278,279,"Yes","25-29",29,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Aberdeen","Moore","No","01-01-07","2008-04-27","Motorist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","01-04-01","0001-01-01T08:43:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",111141,2008,"C: Possible Injury","Residential","30-39",34,"No","0-5 mph","C: Possible Injury","White","Male","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","Local Street","Wet","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Piedmont","Rural","30 - 35  MPH","Missing","Rain","No","0.0, 0.0",0,0
"4555",282,283,"Yes","16-19",19,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Mooresville","Iredell","No","01-01-02","2008-04-29","Bicyclist Left Turn / Merge",15,"Intersection","01-04-01","0001-01-01T11:01:58-04:56","Bicyclist Left Turn - Same Direction",111221,2008,"C: Possible Injury","Residential","70+",NA,"No","31-35 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Missing","Clear","No","0.0, 0.0",0,0
"4556",284,285,"Yes","30-39",31,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Wilmington","New Hanover","No","01-01-03","2008-04-30","Parallel Paths - Other Circumstances",15,"Non-Intersection","01-04-01","0001-01-01T10:58:58-04:56","Bicyclist Ride Out - Parallel Path",332225,2008,"C: Possible Injury","Commercial","25-29",25,"No","16-20 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","20 - 25  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4557",287,288,"Yes","16-19",18,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Fayetteville","Cumberland","No","01-01-05","2008-05-02","Motorist Failed to Yield - Midblock",13,"Non-Intersection","01-05-01","0001-01-01T08:25:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",331322,2008,"B: Evident Injury","Commercial","20-24",20,"No","0-5 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Concrete","Coastal","Urban","","No Control Present","Cloudy","No","0.0, 0.0",0,0
"4558",289,290,"Yes","15-Nov",14,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Carteret","No","01-01-06","2008-05-03","Motorist Overtaking Bicyclist",16,"Intersection","01-05-01","0001-01-01T11:03:58-04:56","Motorist Overtaking - Misjudged Space",111232,2008,"B: Evident Injury","Commercial","70+",NA,"No","6-10 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt","Coastal","Rural","30 - 35  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4559",292,293,"Yes","16-19",17,"No","Facing Traffic","C: Possible Injury","Travel Lane","White","Female","Eden","Rockingham","No","01-01-04","2008-06-12","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","01-06-01","0001-01-01T11:18:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",112141,2008,"C: Possible Injury","Commercial","50-59",58,"No","6-10 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","Stop Sign","Cloudy","No","0.0, 0.0",0,0
"4560",304,305,"Yes","25-29",27,"Yes","Not Applicable","B: Evident Injury","Non-Roadway","White","Male","Mount Holly","Gaston","Yes","01-01-03","2008-05-07","Non-Roadway",21,"Non-Roadway","01-05-01","0001-01-01T16:27:58-04:56","Non-Roadway",460910,2008,"B: Evident Injury","Residential","20-24",21,"No","0-5 mph","O: No Injury","White","Male","Sport Utility","No","No","Dark - Roadway Not Lighted","Urban (>70% Developed)","",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","","No Control Present","Clear","No","0.0, 0.0",0,0
"4561",311,312,"Yes","20-24",23,"No","With Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Winston-Salem","Forsyth","No","01-01-05","2008-05-09","Backing Vehicle",15,"Non-Intersection","01-05-01","0001-01-01T10:55:58-04:56","Backing Vehicle",331600,2008,"C: Possible Injury","Residential","30-39",33,"No","","C: Possible Injury","Black","Female","Pedestrian","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Hillcrest","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Driveway, Private","Smooth Asphalt","Piedmont","Urban","","Missing","Clear","No","0.0, 0.0",0,0
"4562",319,320,"Yes","40-49",46,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Raleigh","Wake","No","01-01-04","2008-05-01","Motorist Failed to Yield - Sign-Controlled Intersection",7,"Intersection","01-05-01","0001-01-01T02:08:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",111141,2008,"B: Evident Injury","Residential","50-59",50,"No","","O: No Injury","Other","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4563",321,322,"Yes","25-29",29,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Raleigh","Wake","No","01-01-03","2008-05-07","Motorist Failed to Yield - Signalized Intersection",14,"Intersection","01-05-01","0001-01-01T09:51:58-04:56","Motorist Drive Out - Right Turn on Red",132151,2008,"B: Evident Injury","Commercial","0-19",18,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","5 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4564",325,326,"No","0-5",1,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Greensboro","Guilford","No","","2008-05-12","Crossing Paths - Other Circumstances",16,"Intersection","01-05-01","0001-01-01T11:35:58-04:56","Signalized Intersection - Other /",132158,2008,"B: Evident Injury","Commercial","60-69",61,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Cloudy","No","0.0, 0.0",0,0
"4565",334,335,"Yes","",NA,"Missing","With Traffic","Injury","Travel Lane","/Missing","","Wilmington","New Hanover","No","01-01-04","2008-05-15","Motorist Overtaking Bicyclist",23,"Non-Intersection","01-05-01","0001-01-01T18:53:58-04:56","Motorist Overtaking - Misjudged Space",311232,2008,"B: Evident Injury","Residential","",NA,"Missing","","Injury","/Missing","","","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",3,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt","Coastal","Urban","","Missing","Cloudy","No","0.0, 0.0",0,0
"4566",340,341,"Yes","15-Nov",11,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Whiteville","Columbus","No","","2008-05-19","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-05-01","0001-01-01T10:18:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2008,"B: Evident Injury","Residential","30-39",30,"No","31-35 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Urban (>70% Developed)","",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4567",346,347,"Yes","40-49",43,"No","Facing Traffic","C: Possible Injury","Travel Lane","Black","Male","Raleigh","Wake","No","01-01-07","2008-01-13","Bicyclist Overtaking Motorist",15,"Intersection-Related","","0001-01-01T10:11:58-04:56","Bicyclist Overtaking - Other /",212249,2008,"C: Possible Injury","Residential","50-59",51,"No","","O: No Injury","White","Male","Van","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Missing","Cloudy","No","0.0, 0.0",0,0
"4568",349,350,"No","50-59",54,"No","With Traffic","O: No Injury","Travel Lane","White","Male","Wesley Chapel","Union","No","01-01-03","2008-05-21","Motorist Failed to Yield - Sign-Controlled Intersection",10,"Intersection","01-05-01","0001-01-01T05:28:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",111141,2008,"C: Possible Injury","Farms, Woods, Pastures","60-69",69,"No","0-5 mph","C: Possible Injury","White","Male","Sport Utility","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4569",356,357,"No","40-49",41,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Cary","Wake","No","","2008-06-23","Motorist Right Turn / Merge",14,"Non-Intersection","01-06-01","0001-01-01T09:48:58-04:56","Motorist Right Turn - Same Direction",311213,2008,"C: Possible Injury","Commercial","20-24",24,"No","41-45 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Coarse Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4570",358,359,"No","50-59",54,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Charlotte","Mecklenburg","No","01-01-02","2008-06-24","Motorist Right Turn / Merge",16,"Non-Intersection","01-06-01","0001-01-01T11:45:58-04:56","Motorist Right Turn - Same Direction",311213,2008,"B: Evident Injury","Commercial","30-39",30,"No","21-25 mph","O: No Injury","Other","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Related To Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4571",363,364,"Yes","20-24",24,"No","Not Applicable","C: Possible Injury","Non-Roadway","Black","Male","Wilmington","New Hanover","No","01-01-07","2008-06-01","Non-Roadway",20,"Non-Roadway","01-06-01","0001-01-01T15:46:58-04:56","Non-Roadway",460910,2008,"C: Possible Injury","Commercial","30-39",33,"No","0-5 mph","O: No Injury","Black","Male","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Public Vehicular Area","Wet","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Urban","5 - 15 MPH","No Control Present","Rain","No","0.0, 0.0",0,0
"4572",374,375,"No","16-19",16,"No","With Traffic","B: Evident Injury","Travel Lane","Black","Female","Rocky Mount","Edgecombe","No","01-01-05","2008-05-30","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-05-01","0001-01-01T10:21:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2008,"B: Evident Injury","Residential","30-39",36,"No","31-35 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4573",378,379,"Yes","20-24",24,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Raleigh","Wake","No","01-01-05","2008-05-30","Motorist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-05-01","0001-01-01T10:43:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",132141,2008,"C: Possible Injury","Residential","30-39",39,"No","0-5 mph","O: No Injury","Black","Male","Sport Utility","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","0.0, 0.0",0,0
"4574",385,386,"Yes","50-59",50,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Chatham","No","01-01-07","2008-06-29","Motorist Left Turn / Merge",10,"Non-Intersection","01-06-01","0001-01-01T05:06:58-04:56","Motorist Left Turn - Opposite Direction",311212,2008,"B: Evident Injury","Farms, Woods, Pastures","50-59",56,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",3,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Piedmont","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","0.0, 0.0",0,0
"4575",387,388,"Yes","15-Nov",12,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Johnston","No","01-01-06","2008-06-07","Bicyclist Left Turn / Merge",15,"Non-Intersection","01-06-01","0001-01-01T10:23:58-04:56","Bicyclist Left Turn - Same Direction",311221,2008,"B: Evident Injury","Farms, Woods, Pastures","20-24",20,"No","31-35 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4576",389,390,"Yes","20-24",20,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Greensboro","Guilford","No","01-01-04","2008-06-12","Motorist Overtaking Bicyclist",23,"Intersection","01-06-01","0001-01-01T18:14:58-04:56","Motorist Overtaking - Other /",111239,2008,"B: Evident Injury","Commercial","",NA,"Missing","","Injury","/Missing","","","No","Yes","Dark - Lighted Roadway","Urban (>70% Developed)","4 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4577",390,391,"No","16-19",19,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male","Chapel Hill","Orange","No","01-01-04","2008-06-12","Crossing Paths - Other Circumstances",12,"Intersection","01-06-01","0001-01-01T07:54:58-04:56","Sign-Controlled Intersection - Other /",132148,2008,"B: Evident Injury","Residential","",NA,"Missing","0-5 mph","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","","Stop Sign","Clear","No","0.0, 0.0",0,0
"4578",393,394,"No","16-19",17,"No","Facing Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Mcdowell","No","01-01-02","2008-07-01","Loss of Control / Turning Error",11,"Non-Intersection","01-07-01","0001-01-01T06:03:58-04:56","Motorist Lost Control - Other /",312139,2008,"B: Evident Injury","Farms, Woods, Pastures","",NA,"Missing","31-35 mph","Injury","/Missing","","Sport Utility","No","Yes","Daylight","Rural (<30% Developed)","2 lanes",2,"Curve - Grade","State Secondary Route","Sand, Mud, Dirt, Gravel","Two-Way, Not Divided","None","No Special Feature","Gravel","Mountains","Rural","50 - 55  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
"4579",395,396,"Yes","15-Nov",12,"No","With Traffic","B: Evident Injury","Travel Lane","White","Female","None - Rural Crash","Johnston","No","","2008-05-12","Bicyclist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","01-05-01","0001-01-01T12:40:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",111144,2008,"B: Evident Injury","Residential","40-49",44,"No","16-20 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Coastal","Rural","20 - 25  MPH","Stop Sign","Cloudy","No","0.0, 0.0",0,0
"4580",397,398,"No","60-69",67,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Wake","No","01-01-04","2008-06-26","Motorist Left Turn / Merge",10,"Intersection","01-06-01","0001-01-01T05:11:58-04:56","Motorist Left Turn - Same Direction",111211,2008,"B: Evident Injury","Residential","40-49",46,"No","0-5 mph","O: No Injury","White","Male","Truck/Trailer","No","No","Daylight","Rural (<30% Developed)","4 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Coarse Asphalt","Piedmont","Rural","40 - 45  MPH","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4581",400,401,"Yes","60-69",60,"No","","O: No Injury","","White","Male","Jacksonville","Onslow","No","01-01-05","2008-06-06","Crossing Paths - Other Circumstances",17,"Intersection","01-06-01","0001-01-01T12:31:58-04:56","Signalized Intersection - Other /",199158,2008,"C: Possible Injury","Commercial","40-49",44,"No","","C: Possible Injury","Black","Male","Pedalcycle","No","No","Daylight","Urban (>70% Developed)","7 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","","Stop And Go Signal","Clear","No","0.0, 0.0",0,0
"4582",406,407,"Yes","40-49",47,"No","Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female","Rocky Mount","Nash","No","01-01-02","2008-06-10","Motorist Failed to Yield - Midblock",8,"Non-Intersection","01-06-01","0001-01-01T03:13:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",332322,2008,"O: No Injury","Commercial","30-39",35,"No","0-5 mph","O: No Injury","White","Female","Light Truck (Mini-Van, Panel)","No","No","Daylight","Urban (>70% Developed)","",2,"Straight - Level","Public Vehicular Area","Dry","One-Way, Not Divided","None","T-Intersection","Concrete","Coastal","Urban","20 - 25  MPH","No Control Present","Clear","No","0.0, 0.0",0,0
